Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
ENGIE Long Draw Solar LLC,32.741383,-101.621793,,225,TX,"Electric Reliability Council of Texas, Inc."
"Ennis Solar, LLC",35.421964,-78.721683,,5,NC,Duke Energy Progress East
"Enterprise Solar, LLC",37.641111,-113.6125,0.32154,80,UT,PacifiCorp - East
Equuleus Community Solar Gardens,44.726098,-93.022687,0.20747,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Erwin Farm,35.333333,-78.661389,0.14548,5,NC,Duke Energy Progress East
ESA Selma,35.5262,-78.2898,0.19533,1.8,NC,Duke Energy Progress East
"Escalante Solar I, LLC",38.524167,-113.033889,0.29188,80,UT,PacifiCorp - East
"Escalante Solar II, LLC",38.500833,-113.03,0.29681,80,UT,PacifiCorp - East
"Escalante Solar III, LLC",38.497778,-112.986944,0.29472,80,UT,PacifiCorp - East
Essex Solar Center,37.834094,-76.799967,0.21642,20,VA,"PJM Interconnection, LLC"
Estill Solar,32.763843,-81.242151,0.12292,20,SC,South Carolina Electric & Gas Company
Estill Solar II,32.727842,-81.253453,0.17817,10.2,SC,South Carolina Electric & Gas Company
Estrella Mountain PV,33.409803,-112.340297,0,1.8,AZ,Arizona Public Service Company
ETS Ewing Solar Facility,40.281801,-74.793638,0.15938,1.3,NJ,"PJM Interconnection, LLC"
Eubank Landfill Solar Array,35.049167,-106.53,0.14378,2,NM,Public Service Company of New Mexico
Everett PV1,35.821137,-77.30957,,10,NC,"PJM Interconnection, LLC"
"Everetts Wildcat Solar, LLC",35.847222,-77.111389,0.24317,5,NC,"PJM Interconnection, LLC"
Exelon Solar Chicago,41.6758,-87.6514,0.17378,9,IL,"PJM Interconnection, LLC"
Exeter Solar,36.2675,-119.128581,0.2197,3.5,CA,California Independent System Operator
Expressway Solar A,34.582222,-117.341667,0.28162,2,CA,California Independent System Operator
Expressway Solar B,34.583333,-117.340278,0.24874,2,CA,California Independent System Operator
Expressway Solar C2,34.584444,-117.341389,0.28257,1.5,CA,California Independent System Operator
"Exum Farm Solar, LLC",35.370441,-77.4549,0.21312,4.9,NC,Duke Energy Carolinas
FAA NorCal TRACON,38.559533,-121.257556,0.18607,1,CA,Balancing Authority of Northern California
Facebook 1 Solar Energy Center,34.831,-106.762,0.30312,10,NM,Public Service Company of New Mexico
Facebook 2 Solar Energy Center,35.08,-106.865,0.28481,10,NM,Public Service Company of New Mexico
Facebook 3 Solar Energy Center,35.075,-106.865,0.26107,10,NM,Public Service Company of New Mexico
Facile Solar,36.098889,-79.493889,0.18242,2,NC,Duke Energy Carolinas
Fairfield Solar,34.407625,-80.180217,,10,SC,Duke Energy Progress East
Fairhaven C,41.66303,-70.86323,0.15782,1.6,MA,ISO New England Inc.
Fairmont-FLS 100,34.52,-79.13,0.18564,4,NC,Duke Energy Carolinas
Fairview Farms Solar,42.459722,-72.610278,0.15839,2,MA,ISO New England Inc.
Faison Solar,35.069722,-78.116111,0.15479,2,NC,Duke Energy Progress East
Fall River Solar CSG,41.751347,-71.114536,0.14629,2,MA,ISO New England Inc.
Falmouth Landfill Solar,41.610106,-70.598611,0.18512,3,MA,ISO New England Inc.
Farley Road Community Solar,42.1,-72,0.09144,1.9,MA,ISO New England Inc.
Farmersville,36.19,-119.12,0.20233,4.5,CA,California Independent System Operator
Farmington Holdco Solar,44.623117,-93.134002,0.16966,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Farmington Solar Farm,37.755333,-90.427736,0.05228,2.5,MO,"Midcontinent Independent Transmission System Operator, Inc.."
Farrington Farm,35.832778,-79.025,0.14144,1,NC,Duke Energy Progress East
FastSun 2,44.531686,-92.979196,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
FECC Solar Benton,34.638429,-92.578347,0.1758,1,AR,"Midcontinent Independent Transmission System Operator, Inc.."
"Federal Road Solar 1, LLC CSG",41.806894,-70.725717,0.16734,4.4,MA,ISO New England Inc.
FedEx Field Solar Facility,38.907778,-76.864444,0.10205,2,MD,"PJM Interconnection, LLC"
FedEx Woodbridge,40.506358,-74.323519,0.10745,2.4,NJ,"PJM Interconnection, LLC"
Felton CSG PV1-5,44.541704,-92.973584,,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Fennimore Solar,42.971,-90.662,,3,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Fern Solar LLC,36.003272,-77.696443,,100,NC,"PJM Interconnection, LLC"
Fiddler's Canyon #1,37.750268,-113.253724,0.28482,3,UT,PacifiCorp - East
Fiddler's Canyon #2,37.794678,-113.283666,0.28029,3,UT,PacifiCorp - East
Fiddler's Canyon 3,37.731338,-113.216634,0.26986,3,UT,PacifiCorp - East
Finger Lakes Solar I,42.814025,-77.045631,0.18679,1.9,NY,New York Independent System Operator
First Baptist Church of Glenarden,38.82,-76.87,0.15167,1.5,MD,"PJM Interconnection, LLC"
First Citizens Bank,35.728517,-78.639206,0.08813,1.5,NC,Duke Energy Progress East
Fisher Road Solar,41.593314,-71.018053,0.18756,4.6,MA,ISO New England Inc.
Fisher Solar Farm - NC,35.24125,-80.03465,0.20336,5,NC,Duke Energy Carolinas
Fishwater Solar,34.412708,-80.185031,,2,SC,Duke Energy Progress East
FIU Solar,25.770008,-80.367743,0.08847,1.6,FL,Florida Power & Light Company
Five Forks Solar,36.515544,-78.033704,,20,NC,"PJM Interconnection, LLC"
Five Points Solar Park,36.386944,-120.236667,0.30846,60,CA,California Independent System Operator
Five Points Solar Station,36.400278,-120.103333,0.21841,15,CA,California Independent System Operator
Flambeau Solar Partners,45.7368,-90.471,0.20425,2.5,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Flash Solar,35.758056,-81.229444,0.19614,5,NC,Duke Energy Carolinas
Flat Meeks PV 1,35.806667,-77.270556,0.09822,5,NC,"PJM Interconnection, LLC"
Flemington Solar,40.483888,-74.856666,0.16768,8,NJ,"PJM Interconnection, LLC"
Flemming Solar Center LLC,35.668889,-77.383889,0.19929,5,NC,Duke Energy Progress East
"Flint Hill Solar, LLC",35.40274,-79.55308,0.19716,5.2,NC,Duke Energy Progress East
Flip Solar,34.168983,-81.925358,,15.8,SC,Duke Energy Carolinas
"Florence Solar W3-080, LLC",40.095611,-74.787611,0.16301,7.9,NJ,"PJM Interconnection, LLC"
Flowers Solar LLC,35.41218,-78.603088,,4.3,NC,Duke Energy Progress East
Floyd Road Solar Farm,36.50592,-77.677474,0.21,5,NC,"PJM Interconnection, LLC"
"Floyd Solar, LLC",34.509128,-79.135875,0.16112,6.5,NC,Duke Energy Carolinas
"FLS Solar 170, LLC",34.6,-78.97,0.20502,2,NC,Duke Energy Progress East
"FLS Solar 200, LLC",34.581944,-78.94,0.16574,4.3,NC,Duke Energy Progress East
FLS Solar 230 (Warren),35.016111,-77.821944,0.20422,4.8,NC,Duke Energy Progress East
Folsom SP and CSP Sacramento,38.687,-121.16,,1.3,CA,Balancing Authority of Northern California
Foothill Solar Project,34.2738,-118.3454,,1.1,CA,Los Angeles Department of Water and Power
Foothills Solar Plant,32.64856,-114.428741,0.14547,73,AZ,Arizona Public Service Company
Forbes Street Solar,41.773056,-71.338889,0.17177,3,RI,ISO New England Inc.
Ford World Headquarters,42.317437,-83.209489,0.08938,1,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Foreman Solar,33.408547,-81.853803,,6.4,SC,South Carolina Electric & Gas Company
Foreman's Hill Community Solar,44.553337,-92.636857,0.059,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Forest City Solar,43.276,-93.629,,3,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Forest Lake Solar CSG,45.253488,-92.89397,0.15153,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Forever 21 Retail, Inc.",34.071389,-118.196111,0.1113,1.6,CA,Los Angeles Department of Water and Power
Fort Benning Solar Facility,32.352369,-84.968819,0.2104,30,GA,"Southern Company Services, Inc. - Trans"
Fort Bliss (DEA EPIC),31.829986,-106.372861,0.08881,2,TX,El Paso Electric Company
Fort Detrick Solar PV,39.44,-77.45,0.15414,15.7,MD,"PJM Interconnection, LLC"
Fort Gordon Solar Facility,33.386625,-82.140117,0.21511,30,GA,"Southern Company Services, Inc. - Trans"
Fort Huachuca Solar PV Project,31.555278,-110.35,0.2321,17.7,AZ,Tucson Electric Power Company
Fort Indiantown Gap,40.427558,-76.57313,,3,PA,"PJM Interconnection, LLC"
Fort Rucker Solar Array,31.331148,-85.73019,0.14405,10.6,AL,"Southern Company Services, Inc. - Trans"
Fort Stewart Solar Facility,31.90474,-81.595373,0.20059,30,GA,"Southern Company Services, Inc. - Trans"
Founders Homestead Farms Solar,41.57677,-71.2782,0,4.5,RI,ISO New England Inc.
Fox Creek Solar,36.126912,-78.273106,0.01288,50.2,NC,Duke Energy Carolinas
"Fox CSG, LLC",45.392643,-92.681317,0.02932,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Foxfire Solar Farm,35.220556,-79.551944,0.21603,5,NC,Duke Energy Progress East
Framingham State University Plant,42.297949,-71.436065,0.00291,3.3,MA,ISO New England Inc.
Francisco St. Solar,33.8482,-118.3055,0.0059,1.2,CA,Los Angeles Department of Water and Power
Frankford Solar,41.166566,-74.701645,0.14427,8.2,NJ,"PJM Interconnection, LLC"
Franklin 1,42.040556,-71.393611,0.1511,3,MA,ISO New England Inc.
Franklin 2,42.054167,-71.391667,0.15882,4,MA,ISO New England Inc.
Franklin Solar,41.656,-72.159,0.13676,1,CT,ISO New England Inc.
Franklin Solar 2,36.126944,-78.1525,0.20868,2,NC,Duke Energy Progress East
Franklin Solar Site,44.86832,-74.306523,0.00093,1.6,NY,New York Independent System Operator
"Franklin Solar, LLC",36.0975,-78.167778,0.18362,2,NC,Duke Energy Progress East
Franklinton Solar,36.08,-78.35,0.21317,5,NC,Duke Energy Progress East
Freedom Solar,34.287,-79.148,0.21005,5,SC,Duke Energy Carolinas
Freeman Avenue,32.182026,-84.14762,,1.4,GA,"Southern Company Services, Inc. - Trans"
Freemont Solar Center LLC,35.427587,-80.997219,0.20564,5,NC,Duke Energy Carolinas
Freetown Solar,41.766389,-70.980833,0.18138,4.5,MA,ISO New England Inc.
Freeway Springs,33.892614,-118.037564,0.19298,2,CA,California Independent System Operator
Freeze Solar,40.376292,-74.527849,0.15723,1.5,NJ,"PJM Interconnection, LLC"
Fremont Farm,35.531944,-77.969167,0.22231,5,NC,Duke Energy Progress East
French's Landfill PV,40.109677,-74.130198,0.13259,6.1,NJ,"PJM Interconnection, LLC"
Frenchtown I Solar,40.521667,-75.012222,0.1626,3,NJ,"PJM Interconnection, LLC"
Frenchtown II Solar,40.514444,-74.976944,0.15472,3,NJ,"PJM Interconnection, LLC"
Frenchtown III Solar,40.4825,-75.018056,0.17067,7.9,NJ,"PJM Interconnection, LLC"
Fresno Solar,36.616846,-120.105144,0.23691,3,CA,California Independent System Operator
Frey Rd #1 Community Solar Farm,43.099866,-77.34513,,2,NY,New York Independent System Operator
Frey Rd #2 Community Solar Farm,43.099893,-77.343495,,1.4,NY,New York Independent System Operator
Friesian Holdings,34.713847,-79.542854,,75,NC,Duke Energy Progress East
"Frontenac Holdco LLC, CSG",44.501673,-92.358711,,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Frontier HS Solar Project,35.41824,-119.14888,0.00571,1.4,CA,California Independent System Operator
Frontier Solar LLC,37.379919,-121.130661,0.3036,20,CA,California Independent System Operator
FRV SI Transport Solar LP,38.4869,-121.3911,0.1855,1,CA,California Independent System Operator
Ft. Churchill PV,39.128056,-119.14,0.20305,19.9,NV,Nevada Power Company
Fumaria Solar Project,47.061,-120.584,,5,WA,Puget Sound Energy
Furnace Rd Community Solar Farm,43.241,-77.27,,3,NY,New York Independent System Operator
Fusion Solar Center LLC,41.623889,-72.043056,0.16134,20,CT,ISO New England Inc.
G&S Wantage Solar LLC,41.189167,-74.591667,0.11524,8.5,NJ,"PJM Interconnection, LLC"
G.S.E. One LLC,33.500378,-96.146489,,83,TX,"Electric Reliability Council of Texas, Inc."
Gaines Solar,34.192353,-80.218533,,2,SC,Duke Energy Progress East
"Gainey Solar, LLC",34.499,-78.653,0.2266,2,NC,Duke Energy Carolinas
Galloway Solar Farm,31.264376,-99.533084,,360,TX,"Electric Reliability Council of Texas, Inc."
Gamble Solar,35.348375,-81.817362,,3,NC,Duke Energy Carolinas
Gap Pacific Distribution Center,36.7839,-119.7094,0.18132,1.2,CA,California Independent System Operator
Gardner - Otter River Road,42.603029,-72.039178,,2.5,MA,ISO New England Inc.
Gardner Solar 1,42.586389,-72.030833,0.15029,2,MA,ISO New England Inc.
Garfield Solar,40.888632,-74.122229,,3,NJ,"PJM Interconnection, LLC"
Garnet Solar (NY),43.723851,-74.062378,,1.9,NY,New York Independent System Operator
Garnet Solar Generation Station I LLC,33.8906,-116.5431,0.24001,4,CA,California Independent System Operator
Garrell Solar Farm,34.325278,-78.793056,0.15607,5,NC,Duke Energy Progress East
Garrett County - DPU Treatment Plant,39.505187,-79.392991,0.05755,1.2,MD,"PJM Interconnection, LLC"
Gary Solar,34.199094,-80.221678,0,2,SC,Duke Energy Progress East
Garysburg Solar,36.468,-77.592,0.19947,5,NC,"PJM Interconnection, LLC"
Gas City Solar Park,40.481168,-85.570279,,3,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Gaskill Rd Community Solar Farm,42.116,-76.183,,5,NY,New York Independent System Operator
Gaston II,33.778378,-81.110251,0,7.5,SC,South Carolina Electric & Gas Company
Gaston Solar,36.514722,-77.656111,0.19678,5,NC,"PJM Interconnection, LLC"
Gaston Solar I - SC,33.774657,-81.110546,0.18394,10.2,SC,South Carolina Electric & Gas Company
Gaston Solar Power Plant,35.3224,-81.1343,,25,NC,Duke Energy Carolinas
Gastonia Solar Center,35.229033,-81.189078,0.00462,4.3,NC,Duke Energy Carolinas
Gates Solar LLC,36.450833,-76.803611,0.21751,5,NC,"PJM Interconnection, LLC"
Gates Solar Station,36.176389,-120.114167,0.24721,20,CA,California Independent System Operator
Gateway Solar,38.376941,-75.274195,,7.6,MD,"PJM Interconnection, LLC"
"Gato Montes Solar, LLC",32.102778,-110.819722,0.2032,5,AZ,Tucson Electric Power Company
Gavilan District College Solar Project,37.003832,-121.593567,0.02103,1.9,CA,California Independent System Operator
"GD Richmond Buttonwoods I, LLC",41.522911,-71.684093,,1.3,RI,ISO New England Inc.
"GD West Greenwich Victory I, LLC",41.657866,-71.687478,,1.8,RI,ISO New England Inc.
GEB Solar,34.412367,-80.041917,,60,SC,Duke Energy Progress East
Gedosch Solar II,34.619242,-82.385589,,2,SC,Duke Energy Carolinas
GELD Solar Farm,42.262269,-71.5,0.1694,2.3,MA,ISO New England Inc.
Gemini Community Solar,45.300294,-92.804361,0.20225,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Gemini Technologies Services, Inc. Solar",40.848445,-74.467582,0.13295,1.3,NJ,"PJM Interconnection, LLC"
Genentech Vacaville Meter #1,38.390756,-121.94777,0.24493,6.1,CA,California Independent System Operator
Genentech-Oceanside,33.211095,-117.299593,0.12555,6.5,CA,California Independent System Operator
General Motors Corp at White Marsh MD,39.3716,-76.4405,0.16975,1,MD,"PJM Interconnection, LLC"
Genesis Solar Energy Project,33.665,-114.998055,0.28454,250,CA,California Independent System Operator
Georgia Power at Jakin GA PV,31.138,-85.031,0.21903,1.5,GA,"Southern Company Services, Inc. - Trans"
Georgia Power at Swainsboro,32.605,-82.321,0.23587,2.9,GA,"Southern Company Services, Inc. - Trans"
Georgia Power at Wadley GA,32.883,-82.41,0.21039,1,GA,Southeastern Power Administration
"Germantown Solar, LLC",36.24634,-80.25463,0.14753,2.1,NC,Duke Energy Carolinas
Gibbon Solar,44.520923,-94.524364,,3.3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Giffen,36.530278,-120.316111,0.10815,20,CA,California Independent System Operator
Giffen Solar Park,36.544722,-120.316111,0.21096,20,CA,California Independent System Operator
Gila Bend,32.940833,-112.881389,0.16152,68,AZ,Arizona Public Service Company
"Gilbert Solar Facility I, LLC",33.355862,-111.802355,0.18612,2.5,AZ,Arizona Public Service Company
Gilcrest Solar,40.289366,-104.783613,0.01758,1.5,CO,Western Area Power Administration - Rocky Mountain Region
Gillespie 1,33.026389,-112.665833,0.31654,15,AZ,Arizona Public Service Company
GKS Solar,36.248333,-76.501944,0.19507,5,NC,"PJM Interconnection, LLC"
Glopak Solar PV Power Plant,40.575378,-74.39281,0.11507,1,NJ,"PJM Interconnection, LLC"
Gloucester Community College Solar,39.780789,-75.122887,0.18364,2.3,NJ,"PJM Interconnection, LLC"
Gloversville Landfill Solar,43.052981,-74.308356,,5,NY,New York Independent System Operator
GM Lordstown Assembly Solar Array,41.148019,-80.883753,0.10243,2.2,OH,"PJM Interconnection, LLC"
GMP Solar - Hartford,43.632074,-72.418566,0.16685,5,VT,ISO New England Inc.
GMP Solar - Panton,44.085795,-73.195385,0.1633,5.9,VT,ISO New England Inc.
GMP Solar - Richmond,44.42691,-73.008489,0.16456,1.9,VT,ISO New England Inc.
GMP Solar - Williamstown,44.136051,-72.510509,0.15856,5,VT,ISO New England Inc.
GMP Solar - Williston,44.465485,-73.103241,0.16766,4.7,VT,ISO New England Inc.
"Golden Fields Solar I, LLC",34.839012,-118.386843,0.3227,54,CA,California Independent System Operator
Golden Hills Solar,42.4,-72,0.17638,4.7,MA,ISO New England Inc.
Golden Springs Building C-1,33.914167,-118.053611,0.17085,1.2,CA,California Independent System Operator
Golden Springs Building D,33.911944,-118.052222,0.17018,1.3,CA,California Independent System Operator
Goldenrod Solar,33.962884,-79.562891,,2,SC,Duke Energy Progress East
Goldfinch,27.982089,-82.042005,0.19353,3,FL,Florida Municipal Power Pool
Goodhue Solar,44.2789,-92.938,,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Goose Lake MN DPC-GM,43.667563,-93.294017,,1.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Gopher CSG,45.398562,-92.679157,0.16667,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Gore Mountain Solar II,43.543378,-73.32307,0.15211,2,NY,New York Independent System Operator
"Goya Foods, Inc- Jersey City Solar",40.760069,-74.065394,0.17772,2.5,NJ,"PJM Interconnection, LLC"
"Goya Foods, Inc- Secaucus Solar",40.77312,-74.077397,0.17344,1.6,NJ,"PJM Interconnection, LLC"
Grafton PV,42.225504,-71.662614,0.17825,2.7,MA,ISO New England Inc.
Grafton Solar,42.199167,-71.679167,0.15731,1.5,MA,ISO New England Inc.
Graham Solar Center LLC,34.309722,-79.014444,0.17318,4.8,NC,Duke Energy Progress East
Grand Ridge Solar Farm,41.143421,-88.758341,0.17789,20,IL,"PJM Interconnection, LLC"
Grand Ronde Solar,45.054,-123.61,0.22115,2.2,OR,Portland General Electric Company
Grand Valley Solar Gardens,42.9531,-85.90117,0.16142,3,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Grand View Solar Two,42.989614,-116.093431,0.26021,80,ID,Idaho Power Company
